person_hash,role,age_band,gender,masked_zone
"PER-7C9FEF811CA3","accused","51-65","male","Residential market / JYN-4"
"PER-16C91D3C8AC1","victim","65+","female","Transit hub / CEN-2"
"PER-0B43A51317F8","accused","36-50","undisclosed","Commercial mixed use / KRM-6"
"PER-5756F9B21183","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-1401FCF7131F","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-0706549A0B01","victim","51-65","female","Residential market / JYN-4"
"PER-54ADFCED0F27","victim","65+","female","Night economy / IND-3"
"PER-C99589D80A3F","accused","65+","female","Outer growth corridor / YLK-1"
"PER-013BB530C9ED","accused","51-65","male","Outer growth corridor / YLK-1"
"PER-9A5EC4D3C521","victim","65+","male","Transit hub / CEN-2"
"PER-ED2E5C57FC07","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-DC537CC8C774","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-56FBACF35D7D","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-0986D18AA4A3","accused","36-50","male","Residential market / JYN-4"
"PER-C6F82C6E3EF2","victim","65+","male","Residential market / JYN-4"
"PER-CE3942AFDAE8","victim","18-25","male","Transit hub / CEN-2"
"PER-D59805CC79F3","victim","65+","female","Industrial IT belt / ELC-5"
"PER-1393C2DD1EA1","victim","26-35","female","Night economy / IND-3"
"PER-C755EB0AADA9","victim","26-35","female","Tech corridor / WFD-4"
"PER-FF0C3CD0D399","victim","51-65","male","Airport approach / HBL-2"
"PER-71F56CD8D7A3","victim","65+","undisclosed","Airport approach / HBL-2"
"PER-A19489C5E071","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-5E7E697F8089","victim","26-35","female","Tech corridor / WFD-4"
"PER-F296CA6F16EA","victim","36-50","male","Transit hub / CEN-2"
"PER-4B34015DB2F7","accused","51-65","male","Transit hub / CEN-2"
"PER-904C5AFFAD67","accused","36-50","male","Rail and arterial road / KRP-2"
"PER-5ECA2CF08664","accused","26-35","undisclosed","Outer growth corridor / YLK-1"
"PER-0D48A8595568","accused","18-25","female","Rail and arterial road / KRP-2"
"PER-71A71B0A3B35","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-17F2520ACAFF","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-5EE6B6028489","victim","26-35","female","Night economy / IND-3"
"PER-D15D7142593F","accused","65+","female","Outer growth corridor / YLK-1"
"PER-6A64FBBA4046","accused","26-35","female","Tech corridor / WFD-4"
"PER-047E41C7EA1F","accused","65+","male","Tech corridor / WFD-4"
"PER-30F70B0BBD72","victim","65+","female","Tech corridor / WFD-4"
"PER-8DEF91EC0999","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-8705EBA9E28C","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-AEB871B45492","accused","36-50","male","Residential market / JYN-4"
"PER-5903938D2342","victim","65+","female","Night economy / IND-3"
"PER-B2D82126BFFD","victim","65+","undisclosed","Tech corridor / WFD-4"
"PER-4E9B17D096AD","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-42F983129EA0","accused","36-50","male","Tech corridor / WFD-4"
"PER-C7676C2E95EF","victim","65+","male","Commercial mixed use / KRM-6"
"PER-7C8C4874E644","victim","51-65","male","Transit hub / CEN-2"
"PER-67E5E743B5AC","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-2082C1EC64EE","victim","36-50","male","Tech corridor / WFD-4"
"PER-9EE6C1CF00CD","victim","26-35","female","Tech corridor / WFD-4"
"PER-952E1512F266","victim","18-25","male","Night economy / IND-3"
"PER-4F41D9BC1216","victim","36-50","female","Transit hub / CEN-2"
"PER-17EDDC2EDF1E","victim","26-35","male","Tech corridor / WFD-4"
"PER-40E1423B878B","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-41A0B6C52AE6","victim","26-35","male","Tech corridor / WFD-4"
"PER-02C01F86CE1E","victim","65+","female","Tech corridor / WFD-4"
"PER-1DF0B262EFE9","accused","51-65","female","Night economy / IND-3"
"PER-7AF9746BB82C","victim","18-25","female","Tech corridor / WFD-4"
"PER-86940B11FE77","accused","65+","female","Rail and arterial road / KRP-2"
"PER-F7621F9E2E88","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-8D94EDA4AE1C","victim","26-35","male","Tech corridor / WFD-4"
"PER-E4253FB4F50A","accused","65+","female","Transit hub / CEN-2"
"PER-F0524AEA276B","victim","65+","female","Transit hub / CEN-2"
"PER-AB310C0E83A7","victim","36-50","female","Transit hub / CEN-2"
"PER-773275011C13","victim","51-65","male","Tech corridor / WFD-4"
"PER-0799789BE8DF","victim","26-35","female","Tech corridor / WFD-4"
"PER-A68415E69F5A","accused","51-65","female","Commercial mixed use / KRM-6"
"PER-951D05FDB0B5","accused","65+","undisclosed","Rail and arterial road / KRP-2"
"PER-91D842645E87","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-F3FC8BA04C4A","accused","18-25","female","Residential market / JYN-4"
"PER-9D022327E849","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-52491438D598","victim","18-25","female","Metro corridor / BSK-3"
"PER-7AEFF689B13D","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-E97FF732D1C6","victim","65+","male","Tech corridor / WFD-4"
"PER-13C652F97040","accused","51-65","female","Tech corridor / WFD-4"
"PER-E7E96B2E6A97","victim","36-50","male","Night economy / IND-3"
"PER-DE21F7E5D408","victim","36-50","undisclosed","Residential market / JYN-4"
"PER-66CC4A387171","accused","26-35","female","Transit hub / CEN-2"
"PER-5D99E36AC419","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-46D96F742430","accused","26-35","female","Rail and arterial road / KRP-2"
"PER-CAAA3D9A8556","accused","36-50","female","Tech corridor / WFD-4"
"PER-5CDAB90DB91B","victim","51-65","male","Tech corridor / WFD-4"
"PER-EBFD67304A5A","accused","26-35","undisclosed","Industrial IT belt / ELC-5"
"PER-4A15990604E3","accused","18-25","female","Night economy / IND-3"
"PER-D3DB8DA3B800","victim","36-50","male","Night economy / IND-3"
"PER-01DDE958BD68","victim","51-65","male","Transit hub / CEN-2"
"PER-16578EA08134","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-B8C2279AF1A4","victim","36-50","male","Tech corridor / WFD-4"
"PER-5968F8FBB2AD","victim","65+","female","Outer growth corridor / YLK-1"
"PER-B74F0B132C4D","accused","18-25","female","Residential market / JYN-4"
"PER-686E96DBAFD5","accused","51-65","female","Night economy / IND-3"
"PER-7F1C5B82032F","accused","18-25","undisclosed","Tech corridor / WFD-4"
"PER-A7DCB9B6A811","accused","65+","male","Airport approach / HBL-2"
"PER-BF914792AC04","accused","51-65","male","Tech corridor / WFD-4"
"PER-81269FD3B261","victim","36-50","male","Transit hub / CEN-2"
"PER-70E3C08344B9","victim","18-25","male","Tech corridor / WFD-4"
"PER-FDAE334E8E78","victim","18-25","male","Metro corridor / BSK-3"
"PER-F548D225C69D","accused","36-50","female","Airport approach / HBL-2"
"PER-AD7087F88F3F","victim","36-50","female","Airport approach / HBL-2"
"PER-00F6B8E71FBC","victim","51-65","male","Outer growth corridor / YLK-1"
"PER-75A3D11ED17C","accused","18-25","male","Outer growth corridor / YLK-1"
"PER-F85FA8EB9FD8","accused","65+","female","Airport approach / HBL-2"
"PER-1316223886A6","accused","26-35","female","Tech corridor / WFD-4"
"PER-C1E790B8E78C","victim","65+","female","Outer growth corridor / YLK-1"
"PER-B3775E9134E9","victim","26-35","female","Transit hub / CEN-2"
"PER-DF2530292881","accused","51-65","female","Industrial IT belt / ELC-5"
"PER-D754609D1933","victim","36-50","male","Outer growth corridor / YLK-1"
"PER-1DFB0A2F7B03","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-4E42FBA31292","victim","18-25","female","Tech corridor / WFD-4"
"PER-97D20085A086","accused","26-35","male","Residential market / JYN-4"
"PER-848A530B7F07","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-8673F41D1918","victim","36-50","female","Night economy / IND-3"
"PER-6D940B6E4256","victim","65+","female","Metro corridor / BSK-3"
"PER-E4B5AE0CCBDF","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-F9BB5E3B0310","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-CF4ECAF8DD16","accused","18-25","male","Airport approach / HBL-2"
"PER-7C447D128F06","accused","18-25","male","Night economy / IND-3"
"PER-19944ADDED03","victim","51-65","female","Metro corridor / BSK-3"
"PER-CA5B6630E656","accused","65+","female","Metro corridor / BSK-3"
"PER-9B3DB7A4A030","accused","26-35","female","Tech corridor / WFD-4"
"PER-59A18A024929","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-8C03E1504A79","accused","18-25","male","Commercial mixed use / KRM-6"
"PER-ACB40F6426D9","accused","65+","undisclosed","Rail and arterial road / KRP-2"
"PER-E74875F22F66","victim","26-35","male","Metro corridor / BSK-3"
"PER-DF0E109198D8","victim","18-25","male","Tech corridor / WFD-4"
"PER-F6AD059FF10B","victim","65+","female","Metro corridor / BSK-3"
"PER-78B36BF9DB69","victim","36-50","male","Tech corridor / WFD-4"
"PER-13C4B245365F","accused","36-50","female","Tech corridor / WFD-4"
"PER-87ECC2260EBD","victim","26-35","female","Transit hub / CEN-2"
"PER-D13CA9DFE77F","victim","65+","male","Tech corridor / WFD-4"
"PER-E1B89BD3D8FA","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-F0CEAE276A13","victim","65+","male","Night economy / IND-3"
"PER-3B5A112604EA","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-F03FAB30E0AA","victim","65+","female","Tech corridor / WFD-4"
"PER-8C03F89C6FC2","accused","26-35","male","Outer growth corridor / YLK-1"
"PER-075BB2B964ED","victim","65+","male","Metro corridor / BSK-3"
"PER-B0A721FAC107","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-1A1E3C7ADEF2","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-17A1F97B1D7F","victim","18-25","male","Tech corridor / WFD-4"
"PER-1F5DEE63DF3E","victim","18-25","male","Tech corridor / WFD-4"
"PER-30D2BC5D1911","accused","26-35","female","Tech corridor / WFD-4"
"PER-BADA1C80F75D","accused","51-65","male","Airport approach / HBL-2"
"PER-6F8D2BB1A75F","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-FC01157BF65D","victim","18-25","male","Transit hub / CEN-2"
"PER-61C39EDCC4E6","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-5CC61A510F0A","accused","26-35","male","Tech corridor / WFD-4"
"PER-99E069F18DF9","victim","36-50","male","Night economy / IND-3"
"PER-D78E5AE5A9F8","accused","18-25","male","Tech corridor / WFD-4"
"PER-F7FC850FDF7F","victim","51-65","male","Tech corridor / WFD-4"
"PER-70B8B2951F33","accused","18-25","female","Metro corridor / BSK-3"
"PER-92DAC4AB8098","victim","65+","male","Tech corridor / WFD-4"
"PER-0DA03A07CB39","victim","65+","female","Transit hub / CEN-2"
"PER-6C01850C8C4F","accused","18-25","male","Transit hub / CEN-2"
"PER-D13684B73F83","victim","26-35","male","Tech corridor / WFD-4"
"PER-635EEC28013F","victim","36-50","undisclosed","Rail and arterial road / KRP-2"
"PER-6C26790CDE73","victim","65+","male","Tech corridor / WFD-4"
"PER-ED565729718F","accused","65+","female","Commercial mixed use / KRM-6"
"PER-9CF449936F12","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-C102225F731E","victim","65+","male","Tech corridor / WFD-4"
"PER-25FD1A912B1E","victim","51-65","male","Tech corridor / WFD-4"
"PER-A30397B328F1","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-C752EE33B15A","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-6E029E63916A","victim","65+","male","Tech corridor / WFD-4"
"PER-7B12ADD61BCC","victim","18-25","female","Tech corridor / WFD-4"
"PER-399AD682A8A6","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-168BAEF6B713","accused","65+","male","Residential market / JYN-4"
"PER-4EECBC5FE98D","victim","18-25","male","Tech corridor / WFD-4"
"PER-A4B91A99B648","accused","51-65","male","Outer growth corridor / YLK-1"
"PER-36309AB3B535","victim","26-35","male","Tech corridor / WFD-4"
"PER-60B3CDA777FB","victim","18-25","undisclosed","Residential market / JYN-4"
"PER-9047412D641C","victim","26-35","male","Tech corridor / WFD-4"
"PER-09BBAEACF910","victim","36-50","female","Metro corridor / BSK-3"
"PER-31F21029315C","victim","18-25","female","Rail and arterial road / KRP-2"
"PER-684ABAE3F5DC","victim","26-35","male","Residential market / JYN-4"
"PER-562106E2BD67","accused","36-50","female","Tech corridor / WFD-4"
"PER-E472FD4BA516","accused","65+","male","Tech corridor / WFD-4"
"PER-2812CF3BBB47","accused","18-25","male","Tech corridor / WFD-4"
"PER-2216323A6688","victim","26-35","undisclosed","Tech corridor / WFD-4"
"PER-C619822FE4E8","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-E55C4C6855E8","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-0938CA04F253","victim","36-50","undisclosed","Commercial mixed use / KRM-6"
"PER-360BE4A1B2E7","accused","51-65","undisclosed","Airport approach / HBL-2"
"PER-FA6E556AF959","victim","18-25","undisclosed","Airport approach / HBL-2"
"PER-171BE1AD18F1","victim","65+","male","Rail and arterial road / KRP-2"
"PER-2ABA1CABF6DD","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-A9EA16AF541C","victim","51-65","male","Night economy / IND-3"
"PER-5FD7DB33696B","victim","26-35","female","Tech corridor / WFD-4"
"PER-91E6DD4C70F8","accused","36-50","male","Rail and arterial road / KRP-2"
"PER-E196CA6B07D3","accused","36-50","male","Tech corridor / WFD-4"
"PER-7D1F89A0AE21","accused","18-25","female","Residential market / JYN-4"
"PER-BE562D7B447A","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-7AFFA23F8403","victim","51-65","male","Transit hub / CEN-2"
"PER-6DB1B3997535","victim","51-65","female","Rail and arterial road / KRP-2"
"PER-20DA4C1998E4","victim","36-50","female","Tech corridor / WFD-4"
"PER-D8C79431A729","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-9071A861B21E","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-E25EAE6763AC","victim","36-50","male","Tech corridor / WFD-4"
"PER-E459EE14C728","victim","18-25","male","Tech corridor / WFD-4"
"PER-0FBCFA40F84C","victim","36-50","female","Residential market / JYN-4"
"PER-284C91D6C002","victim","36-50","male","Transit hub / CEN-2"
"PER-BCEE0FA63EA6","victim","65+","male","Tech corridor / WFD-4"
"PER-5385DB920BB6","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-0FEDA4B4BFFF","accused","18-25","undisclosed","Night economy / IND-3"
"PER-F7FFDB48AF4F","victim","26-35","female","Tech corridor / WFD-4"
"PER-DEBEC430C6BE","victim","36-50","male","Metro corridor / BSK-3"
"PER-552908B2E53D","accused","18-25","female","Transit hub / CEN-2"
"PER-6909164C880C","victim","65+","female","Residential market / JYN-4"
"PER-339BD56EAE22","victim","26-35","undisclosed","Night economy / IND-3"
"PER-24659F42DDDD","accused","26-35","undisclosed","Transit hub / CEN-2"
"PER-B1A974866C6E","victim","26-35","undisclosed","Tech corridor / WFD-4"
"PER-A869903DEA7F","accused","36-50","undisclosed","Residential market / JYN-4"
"PER-0124E371EE6D","accused","65+","female","Tech corridor / WFD-4"
"PER-DFE95F2C9B96","victim","65+","undisclosed","Tech corridor / WFD-4"
"PER-1BBE7A90019D","accused","65+","female","Metro corridor / BSK-3"
"PER-356F63932A50","victim","18-25","female","Residential market / JYN-4"
"PER-C231CC11C85F","accused","36-50","female","Airport approach / HBL-2"
"PER-E1EEE60E04B5","victim","36-50","male","Tech corridor / WFD-4"
"PER-436D9556603A","victim","36-50","female","Transit hub / CEN-2"
"PER-29E58080AA8C","victim","18-25","female","Tech corridor / WFD-4"
"PER-3BF7EDBEBD4E","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-CDDD699168CE","victim","65+","male","Transit hub / CEN-2"
"PER-DD17D575AB49","victim","51-65","male","Airport approach / HBL-2"
"PER-4AC2E9035FB9","victim","36-50","male","Outer growth corridor / YLK-1"
"PER-6161D7D37FB3","victim","65+","male","Tech corridor / WFD-4"
"PER-A21DC7469326","victim","51-65","male","Transit hub / CEN-2"
"PER-3444DDB72A17","victim","18-25","male","Tech corridor / WFD-4"
"PER-8A13ADC2CC1F","accused","65+","female","Tech corridor / WFD-4"
"PER-83823FBDE85E","accused","26-35","male","Night economy / IND-3"
"PER-8E20B545F18B","victim","36-50","male","Tech corridor / WFD-4"
"PER-7995ABE43EA9","victim","51-65","female","Airport approach / HBL-2"
"PER-7FDC09D765BA","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-79CABB1B7811","victim","26-35","male","Tech corridor / WFD-4"
"PER-225D9C048987","victim","36-50","female","Transit hub / CEN-2"
"PER-21A93468EC61","victim","51-65","male","Outer growth corridor / YLK-1"
"PER-155CC995799D","accused","26-35","female","Commercial mixed use / KRM-6"
"PER-D918E5044F82","victim","18-25","male","Transit hub / CEN-2"
"PER-B6643A4BDAB3","victim","36-50","female","Airport approach / HBL-2"
"PER-0747B6E2FD5D","victim","51-65","female","Night economy / IND-3"
"PER-49F74B9AEB7F","victim","51-65","male","Tech corridor / WFD-4"
"PER-91B712A941EA","victim","18-25","undisclosed","Commercial mixed use / KRM-6"
"PER-CE6EC41B7AEB","accused","36-50","male","Transit hub / CEN-2"
"PER-D4672F55195E","victim","26-35","female","Residential market / JYN-4"
"PER-01955F7930DF","accused","18-25","male","Transit hub / CEN-2"
"PER-540734D4FECC","victim","18-25","male","Night economy / IND-3"
"PER-C610DEBD00B4","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-963618E8FD0D","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-E2910ED3CAB4","accused","51-65","female","Commercial mixed use / KRM-6"
"PER-ED2D7F71E648","accused","18-25","male","Industrial IT belt / ELC-5"
"PER-33DF664B9A4D","victim","18-25","female","Tech corridor / WFD-4"
"PER-F0AFFA7CDE3E","victim","51-65","male","Tech corridor / WFD-4"
"PER-1241CD24C979","accused","36-50","male","Tech corridor / WFD-4"
"PER-3B10153A730E","victim","18-25","male","Night economy / IND-3"
"PER-BF9CAD3F07DF","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-25F121CA82A4","accused","51-65","female","Night economy / IND-3"
"PER-55920CC84C8A","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-797B3EDD4B94","accused","65+","male","Rail and arterial road / KRP-2"
"PER-883DB6DC1D46","accused","18-25","female","Airport approach / HBL-2"
"PER-4732A905D17C","accused","26-35","undisclosed","Rail and arterial road / KRP-2"
"PER-F29660F2F333","accused","26-35","female","Tech corridor / WFD-4"
"PER-DFC74ECC45D3","accused","51-65","male","Residential market / JYN-4"
"PER-074CFBD6FFC2","accused","18-25","male","Tech corridor / WFD-4"
"PER-0BDCFC8E70D4","victim","65+","female","Tech corridor / WFD-4"
"PER-ADDA2102B55C","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-E69BBF90456C","victim","26-35","male","Metro corridor / BSK-3"
"PER-D50A65E61B0B","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-36DD36171C2C","victim","26-35","male","Tech corridor / WFD-4"
"PER-1EED27E8A3B4","accused","51-65","male","Residential market / JYN-4"
"PER-7999E74E9F27","victim","26-35","female","Transit hub / CEN-2"
"PER-46EDA918DAB5","victim","26-35","female","Transit hub / CEN-2"
"PER-9DD01D45644F","accused","36-50","female","Transit hub / CEN-2"
"PER-659D74224373","accused","18-25","female","Airport approach / HBL-2"
"PER-6710D4652DB8","accused","36-50","male","Metro corridor / BSK-3"
"PER-895A95F1F10D","victim","18-25","male","Tech corridor / WFD-4"
"PER-1DAD08C729E7","victim","65+","male","Night economy / IND-3"
"PER-E9676C2A9B04","accused","65+","female","Tech corridor / WFD-4"
"PER-C7FEF9BEDB2C","accused","65+","undisclosed","Airport approach / HBL-2"
"PER-F70C2F78F09F","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-EF86C2410164","accused","51-65","female","Rail and arterial road / KRP-2"
"PER-3748CF7A23B8","victim","26-35","female","Airport approach / HBL-2"
"PER-227D7E6342E6","accused","65+","male","Industrial IT belt / ELC-5"
"PER-86EB03A5786F","victim","18-25","male","Tech corridor / WFD-4"
"PER-302258489892","accused","36-50","male","Transit hub / CEN-2"
"PER-462B3621FF3F","accused","51-65","male","Rail and arterial road / KRP-2"
"PER-15C0C15B69A8","victim","36-50","male","Tech corridor / WFD-4"
"PER-DD5DA109C7C2","victim","18-25","female","Tech corridor / WFD-4"
"PER-1D989F276FEB","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-61E79734FC77","accused","18-25","male","Commercial mixed use / KRM-6"
"PER-1E79207B98F6","victim","18-25","female","Tech corridor / WFD-4"
"PER-6777DB196080","victim","26-35","female","Tech corridor / WFD-4"
"PER-839C91525B20","accused","26-35","male","Metro corridor / BSK-3"
"PER-3F08F57C7A74","victim","65+","female","Outer growth corridor / YLK-1"
"PER-8252A4CD0932","accused","26-35","male","Night economy / IND-3"
"PER-ECB74EF0E69B","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-19F3D5FA5176","accused","18-25","female","Night economy / IND-3"
"PER-41B6C7580F88","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-3A14FD27657C","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-FCFC3BACEB04","accused","51-65","male","Residential market / JYN-4"
"PER-4C6AA69B83B8","victim","51-65","male","Transit hub / CEN-2"
"PER-848BE02FBC63","victim","65+","female","Night economy / IND-3"
"PER-9C665EA88419","victim","36-50","male","Tech corridor / WFD-4"
"PER-C0ADEF3FED79","victim","51-65","male","Transit hub / CEN-2"
"PER-E5F453A09323","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-D560C02F31A1","accused","51-65","male","Tech corridor / WFD-4"
"PER-6901BCC1A8DA","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-394D08513DC1","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-0A3584DAD8F8","victim","65+","male","Outer growth corridor / YLK-1"
"PER-714863CD4213","accused","51-65","undisclosed","Industrial IT belt / ELC-5"
"PER-804E68720BA5","victim","26-35","male","Airport approach / HBL-2"
"PER-1B0E1AB85313","accused","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-D27C556B8CC3","victim","65+","female","Industrial IT belt / ELC-5"
"PER-3CC07009ECE7","victim","18-25","female","Transit hub / CEN-2"
"PER-5DF6E9CC4EE2","victim","65+","male","Airport approach / HBL-2"
"PER-EA488B680483","accused","36-50","female","Industrial IT belt / ELC-5"
"PER-DEC25CDB0990","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-A79CCDD78CBF","victim","36-50","male","Transit hub / CEN-2"
"PER-93B0DF649AC8","victim","36-50","male","Metro corridor / BSK-3"
"PER-3B625C81881D","victim","18-25","female","Tech corridor / WFD-4"
"PER-E64FC4B860BB","accused","26-35","female","Night economy / IND-3"
"PER-D8378311CE2D","victim","26-35","female","Tech corridor / WFD-4"
"PER-5296030B3F5B","accused","18-25","female","Tech corridor / WFD-4"
"PER-BF077E5B551E","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-C3B672788BC5","victim","51-65","male","Transit hub / CEN-2"
"PER-2F76B06EF6D6","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-F46E3DD47989","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-1A3AFC2256A7","accused","36-50","male","Airport approach / HBL-2"
"PER-9504DA18B0DE","victim","51-65","male","Night economy / IND-3"
"PER-D58E9ABDE3DB","victim","18-25","undisclosed","Commercial mixed use / KRM-6"
"PER-761330C2E8EB","victim","51-65","male","Tech corridor / WFD-4"
"PER-6E13A19BE68C","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-1CA251C0BDAE","accused","18-25","male","Metro corridor / BSK-3"
"PER-9807383D7CFF","victim","36-50","female","Airport approach / HBL-2"
"PER-36A4F9B986A1","accused","36-50","male","Residential market / JYN-4"
"PER-DE2375F3F544","victim","18-25","male","Tech corridor / WFD-4"
"PER-8AC6EC821F88","victim","51-65","undisclosed","Airport approach / HBL-2"
"PER-D24AA7E18ADF","victim","18-25","female","Transit hub / CEN-2"
"PER-3826B946565F","victim","65+","female","Transit hub / CEN-2"
"PER-0CDF8FEDA9EE","victim","65+","male","Tech corridor / WFD-4"
"PER-ADAD14349114","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-33EB41679A8D","accused","65+","female","Tech corridor / WFD-4"
"PER-FB7FD40ECE21","accused","36-50","male","Tech corridor / WFD-4"
"PER-B8C5260063E6","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-58FE9B7AEF38","victim","18-25","male","Transit hub / CEN-2"
"PER-0A2F0D4A0BE4","accused","65+","male","Airport approach / HBL-2"
"PER-EEBB7AC37A41","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-E8A2497FBC43","accused","65+","undisclosed","Commercial mixed use / KRM-6"
"PER-B96F07E8947E","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-FCD069EBF081","accused","36-50","female","Tech corridor / WFD-4"
"PER-1ADD5EB8144F","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-4680907D3422","victim","36-50","male","Metro corridor / BSK-3"
"PER-8C864EA0E20E","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-B026A4BE286D","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-AFAEBEBBD652","victim","26-35","female","Residential market / JYN-4"
"PER-F8E2D35EEA3C","victim","65+","male","Commercial mixed use / KRM-6"
"PER-7946710019B9","accused","36-50","undisclosed","Night economy / IND-3"
"PER-D4EDFD9BF4D8","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-B3022E97DD80","accused","65+","male","Commercial mixed use / KRM-6"
"PER-611A420952DB","victim","18-25","female","Outer growth corridor / YLK-1"
"PER-5D66A1521050","victim","26-35","female","Tech corridor / WFD-4"
"PER-6455B0E812BE","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-6D07EAF6A2F5","accused","26-35","undisclosed","Tech corridor / WFD-4"
"PER-D92558CB95BB","victim","65+","male","Transit hub / CEN-2"
"PER-D44FC44BCD0B","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-05C9EEA4D0EB","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-782A94097697","victim","51-65","male","Tech corridor / WFD-4"
"PER-58CB5A3EB2B4","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-BB564D8A4D25","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-776D67685F55","victim","36-50","female","Night economy / IND-3"
"PER-8E0789B41BB6","victim","65+","female","Commercial mixed use / KRM-6"
"PER-8ADC192B6322","victim","36-50","male","Night economy / IND-3"
"PER-93EF58A9D12D","victim","65+","female","Outer growth corridor / YLK-1"
"PER-040D8709E7D4","victim","51-65","male","Airport approach / HBL-2"
"PER-3A7C96EF2E8B","victim","65+","male","Metro corridor / BSK-3"
"PER-EB9C86963CC1","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-964C9DC3837F","accused","36-50","undisclosed","Residential market / JYN-4"
"PER-39FBD9BCF1B5","accused","65+","female","Rail and arterial road / KRP-2"
"PER-8D65395CB578","victim","51-65","female","Residential market / JYN-4"
"PER-004BF9B4FC8E","accused","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-3AEE0D4ADCB4","accused","18-25","male","Industrial IT belt / ELC-5"
"PER-8FA878A11CA9","accused","36-50","male","Transit hub / CEN-2"
"PER-F79782D7AE6F","victim","51-65","female","Tech corridor / WFD-4"
"PER-F5E8C3AE4936","victim","18-25","female","Rail and arterial road / KRP-2"
